사업장명,전화번호,소재지면적,지번주소,도로명주소,위생업태명,시설총규모,영업상태명,폐업일자,위도,경도
뽀뽀통닭,055-339-1277,53.77,경상남도 김해시 삼방동 176-6번지,"경상남도 김해시 삼안로195번길 38, 1층 (삼방동)",호프/통닭,53.77,영업/정상,,35.2450467600 ,128.9078622000 
솟대마을,055-339-0793,177.36,경상남도 김해시 불암동 229-42번지 2층,"경상남도 김해시 식만로348번길 21, 2층 (불암동)",한식,177.36,영업/정상,,35.2182595900 ,128.9230290000 
청춘뒷고기,,29.82,경상남도 김해시 외동 1215-9,경상남도 김해시 금관대로1190번길 65 (외동),식육(숯불구이),29.82,영업/정상,,35.2319037200 ,128.8598935000 
밥심(心),,30.42,경상남도 김해시 삼방동 577-8번지,경상남도 김해시 삼안로255번길 38 (삼방동),기타,30.42,영업/정상,,35.2503170300 ,128.9058443000 
BT김태연,,28.5,경상남도 김해시 삼방동 159-8번지,경상남도 김해시 인제로210번길 5-3 (삼방동),경양식,28.5,영업/정상,,35.2475958300 ,128.9045064000 
20FT,,130.8,경상남도 김해시 주촌면 원지리 784번지,경상남도 김해시 주촌면 서부로1701번길 104,기타,130.8,영업/정상,,35.2470156400 ,128.8348356000 
별난낙지,055-312-9991,52,경상남도 김해시 관동동 454-11번지,경상남도 김해시 덕정로 154 (관동동),한식,52,영업/정상,,35.1786169400 ,128.8015492000 
60계김해율하,,87.29,경상남도 김해시 율하동 1346-2 에코빌딩,"경상남도 김해시 율하3로 16, 에코빌딩 104, 105호 (율하동)",분식,55.62,영업/정상,,35.1698072000 ,128.8127915000 
논두렁(김해본점),055-325-0523,295.8,경상남도 김해시 구산동 545번지,"경상남도 김해시 가락로 316, 1층 (구산동)",한식,295.8,영업/정상,,35.2534589600 ,128.8720774000 
가마치옛날통닭(김해내외점),,14.56,경상남도 김해시 내동 129-2,경상남도 김해시 평전로 210 (내동),호프/통닭,14.56,영업/정상,,35.2459008100 ,128.8651728000 
시골집,,73.32,경상남도 김해시 진영읍 신용리 283번지,경상남도 김해시 진영읍 진영로 404-5,한식,73.32,영업/정상,,35.2981641100 ,128.7563732000 
노블레스비어,,88.78,경상남도 김해시 구산동 1051-2번지 탑스존 108호,"경상남도 김해시 삼계로 30, 108호 (구산동, 탑스존)",호프/통닭,88.78,영업/정상,,35.2570918100 ,128.8695448000 
한우마을 별관,055-344-2288,940.08,"경상남도 김해시 진영읍 설창리 679번지 1,2층","경상남도 김해시 진영읍 김해대로 740-1, 1,2층",식육(숯불구이),940.08,영업/정상,,35.2950016200 ,128.7647326000 
피지카트,055-900-0151,8.79,경상남도 김해시 신문동 1417번지 롯데워트파크 내,"경상남도 김해시 장유로 555 (신문동, 롯데워트파크 내)",식육(숯불구이),8.79,영업/정상,,35.1789126100 ,128.8285602000 
오뎅애(愛)꼬치다,,61.02,경상남도 김해시 삼계동 1481-9번지,경상남도 김해시 가야로181번길 9-9 (삼계동),식육(숯불구이),61.02,영업/정상,,35.2619170800 ,128.8729045000 
서윤칼국수,055-314-2340,24.57,경상남도 김해시 외동 703-10,경상남도 김해시 평전로 8 (외동),기타,24.57,영업/정상,,35.2332455900 ,128.8511517000 
좋은사람들,,59.21,경상남도 김해시 대청동 287-3번지 1층,"경상남도 김해시 계동로137번길 8-8, 1층 (대청동)",정종/대포집/소주방,59.21,영업/정상,,35.1883753000 ,128.7939480000 
돈오락 쪽갈비 삼방점,,41.41,경상남도 김해시 삼방동 680-9번지,경상남도 김해시 삼안로217번길 14 (삼방동),식육(숯불구이),41.41,영업/정상,,35.2472771600 ,128.9097331000 
쌈돈,055-324-2070,52.2,경상남도 김해시 율하동 1359-12번지,경상남도 김해시 율하3로8번길 8-28 (율하동),식육(숯불구이),52.2,영업/정상,,35.1686743100 ,128.8137024000 
가장맛있는족발족과의동침,055-311-1231,137.79,경상남도 김해시 부곡동 801-11번지 네오푸드앤조이 2동 109호,"경상남도 김해시 월산로 162, 2동 109호 (부곡동, 네오푸드앤조이)",한식,137.79,영업/정상,,35.2088764000 ,128.7989584000 
24시전주명가콩나물국밥,055-337-1875,118.3,경상남도 김해시 삼방동 176-8번지 1층,"경상남도 김해시 삼안로195번길 46, 1층 (삼방동)",한식,118.3,영업/정상,,35.2450968600 ,128.9071925000 
점이국수,055-339-4802,63.64,경상남도 김해시 삼방동 177-11번지 1층,"경상남도 김해시 활천로255번길 20-11, 1층 (삼방동)",분식,63.64,영업/정상,,35.2444805000 ,128.9076472000 
바보형제쭈꾸미,,233.5,경상남도 김해시 신문동 1414번지 롯데아울렛D블럭 303호,"경상남도 김해시 장유로 469, 303호 (신문동, 롯데아울렛D블럭)",한식,233.5,영업/정상,,35.1850621100 ,128.8296000000 
포트리스 쌀국수,055-321-8261,55,경상남도 김해시 관동동 454-22번지 1층,"경상남도 김해시 덕정로138번안길 19, 1층 (관동동)",중국식,55,영업/정상,,35.1781370400 ,128.8018738000 
꽃길국수,,32,경상남도 김해시 진영읍 신용리 477-2번지,경상남도 김해시 진영읍 김해대로566번길 3,분식,32,영업/정상,,35.3056886800 ,128.7509343000 
무진장칼국수,055-903-9191,128.26,경상남도 김해시 내덕동 217-15번지 1층,경상남도 김해시 금관대로599번길 26-7 (1층),한식,128.26,영업/정상,,35.2045291800 ,128.8141813000 
곱창선생,055-314-2343,59.35,경상남도 김해시 삼계동 1478-3번지,"경상남도 김해시 해반천로144번길 29-10, 101호 (삼계동)",한식,59.35,영업/정상,,35.2617164700 ,128.8707263000 
옛길추어탕,,12.5,경상남도 김해시 안동 271-10번지,경상남도 김해시 삼안로77번길 34-4 (안동),한식,12.5,영업/정상,,35.2363609800 ,128.9133575000 
존테이스트(taste),,28.6,경상남도 김해시 내덕동 237-5,경상남도 김해시 내덕로86번길 19 (내덕동),한식,90.9,영업/정상,,35.2055897700 ,128.8186398000 
더줌푸드,,94.2,경상남도 김해시 어방동 1107-2번지 1층,"경상남도 김해시 김해대로2529번길 50, 1층 (어방동)",기타,139,영업/정상,,35.2327954400 ,128.9032322000 
흥부네,055-332-5688,94.34,경상남도 김해시 외동 1146-2번지 외1필지 202호,"경상남도 김해시 전하로 247, 202호 (외동)",정종/대포집/소주방,94.34,영업/정상,,35.2259001200 ,128.8725070000 
돈치킨삼계점,055-312-8392,52.2,경상남도 김해시 삼계동 1428-1번지 분성마을3단지동원로얄듀크 314동 201호,"경상남도 김해시 해반천로 240, 314동 201호 (삼계동, 분성마을3단지동원로얄듀크)",통닭(치킨),52.2,영업/정상,,35.2695159700 ,128.8653693000 
오복미역장유점,055-312-3231,189.66,경상남도 김해시 대청동 298-6번지 오즈빌딩 103호,"경상남도 김해시 계동로 203, 오즈빌딩 1층 103호 (대청동)",한식,189.66,영업/정상,,35.1902529000 ,128.8003789000 
메이친김해점,055-900-2581,256.9,경상남도 김해시 신문동 1414번지 롯데아울렛 o동 306호,"경상남도 김해시 장유로 469, 롯데아울렛  O동 3층 306호 (신문동)",중국식,256.9,영업/정상,,35.1850621100 ,128.8296000000 
대패랑,,75,경상남도 김해시 신문동 1283 1층 101호,"경상남도 김해시 장유로334번길 56, 1층 101호 (신문동)",한식,75,영업/정상,,35.1937546700 ,128.8118994000 
찜꽁찜닭&곱떡치킨,055-313-9696,56.59,경상남도 김해시 삼문동 87-2 102호,"경상남도 김해시 번화1로123번길 3-8, 1층 102호 (삼문동)",호프/통닭,56.59,영업/정상,,35.1976463500 ,128.7973658000 
지존,055-328-0168,105.6,경상남도 김해시 외동 1184-11,경상남도 김해시 함박로31번길 29-8 (외동),기타,105.6,영업/정상,,35.2356675000 ,128.8591972000 
서윤설렁탕,,64.8,경상남도 김해시 삼정동 98-7번지,"경상남도 김해시 활천로 37, 1층 (삼정동)",한식,64.8,영업/정상,,35.2309936100 ,128.8934018000 
불암성,055-326-4113,135,경상남도 김해시 불암동 220-300번지,경상남도 김해시 식만로 381 (불암동),중국식,135,영업/정상,,35.2220226100 ,128.9260156000 
모이세 뒷고기,,66.42,경상남도 김해시 봉황동 22-14번지,경상남도 김해시 김해대로2301번길 18 (봉황동),식육(숯불구이),66.42,영업/정상,,35.2277028800 ,128.8787331000 
원할머니 국수.보쌈,055-900-2313,164.8,,"경상남도 김해시 장유로 469 (신문동, 롯데프리미엄아울렛김해점3층)",한식,164.8,영업/정상,,,
준국수,055-342-1998,87.02,경상남도 김해시 진영읍 신용리 383번지 외1필지,경상남도 김해시 진영읍 김해대로 665,분식,87.02,영업/정상,,35.2999792100 ,128.7587211000 
후라이드참잘하는집,055-323-0092,30.24,경상남도 김해시 외동 1187-18번지,경상남도 김해시 함박로 55 (외동),호프/통닭,30.24,영업/정상,,35.2330369700 ,128.8602460000 
수라간,055-343-1428,45,경상남도 김해시 진영읍 여래리 700-19,경상남도 김해시 진영읍 진영로 177,한식,45,영업/정상,,35.3032334000 ,128.7324277000 
친구끼리,,24,경상남도 김해시 진영읍 여래리 365 장복1차아파트 101동 3호,"경상남도 김해시 진영읍 진영로 262-15, 101동 3호 (장복1차아파트)",호프/통닭,24,영업/정상,,35.3016220300 ,128.7424081000 
바다속이야기,,8.99,경상남도 김해시 삼방동 680-9번지,"경상남도 김해시 삼안로217번길 14, 1층 (삼방동)",회집,8.99,영업/정상,,35.2472771600 ,128.9097331000 
못난이오징어,055-331-5757,66.3,경상남도 김해시 봉황동 67-12 104호,"경상남도 김해시 김해대로2324번길 28-30, 104호 (봉황동)",한식,66.3,영업/정상,,35.2253035700 ,128.8801902000 
멱살,,68.52,경상남도 김해시 동상동 1100-4번지,"경상남도 김해시 가야로451번길 10-13, 1층 (동상동)",식육(숯불구이),68.52,영업/정상,,35.2410423600 ,128.8863046000 
BHC치킨,055-342-9776,47.25,경상남도 김해시 진영읍 진영리 1634-3번지 1층,"경상남도 김해시 진영읍 장등로 58, 1층",통닭(치킨),45.68,영업/정상,,35.3115693100 ,128.7357250000 
모모분식,055-339-4068,44.1,경상남도 김해시 대동면 초정리 956-47번지,"경상남도 김해시 대동면 대동로 648, 1층",분식,44.1,영업/정상,,35.2433304000 ,128.9832172000 
오과장 대패찌개,055-342-5592,91.36,경상남도 김해시 진영읍 진영리 1615-9번지,경상남도 김해시 진영읍 김해대로407번길 17,식육(숯불구이),91.36,영업/정상,,35.3067266300 ,128.7331190000 
리얼펍 삼계점&닭왕치킨,,98.53,경상남도 김해시 삼계동 1415-10,"경상남도 김해시 가야로30번길 10, 1층 (삼계동)",호프/통닭,98.53,영업/정상,,35.2690683300 ,128.8636829000 
안심터,055-339-5602,132,경상남도 김해시 주촌면 내삼리 690-24번지,경상남도 김해시 주촌면 서부로 1534,기타,132,영업/정상,,35.2341510800 ,128.8219155000 
행복한밥집,070-820-0823,47,경상남도 김해시 진례면 초전리 749-2번지,경상남도 김해시 진례면 진례로 116,한식,47,영업/정상,,35.2383866200 ,128.7514769000 
숙이네 숯불뒷통,,94.5,경상남도 김해시 삼정동 638-13번지 1층,"경상남도 김해시 김해대로2529번길 47-1, 1층 (삼정동)",회집,94.5,영업/정상,,35.2327185900 ,128.9026601000 
대구반야월막창,055-324-6061,45.5,경상남도 김해시 율하동 1399-10번지,경상남도 김해시 율하2로153번길 14-3,식육(숯불구이),45.5,영업/정상,,35.1693359100 ,128.8185172000 
또래오래김해장유점,055-325-9200,36.86,경상남도 김해시 삼문동 579-9번지 1층,"경상남도 김해시 번화2로 38, 1층 (삼문동)",호프/통닭,36.86,영업/정상,,35.1924568200 ,128.8051333000 
나도람키친,055-314-9042,78.78,경상남도 김해시 관동동 1055-1번지,경상남도 김해시 관동로12번길 21 (관동동),식육(숯불구이),78.78,영업/정상,,35.1752780100 ,128.8048208000 
진가원 전주콩나물국밥 묵사발(외동점),055-326-5006,82,경상남도 김해시 외동 1263-1번지,경상남도 김해시 전하로304번길 11 (외동),한식,82,영업/정상,,35.2307541300 ,128.8706365000 
일오삼 가정식 백반,,117,경상남도 김해시 지내동 267-16번지,경상남도 김해시 삼안로52번길 3 (지내동),한식,117,영업/정상,,35.2340269100 ,128.9180444000 
백년장어,055-328-1500,155.27,경상남도 김해시 불암동 229-16번지 1층,"경상남도 김해시 식만로348번길 44, 1층 (불암동)",한식,155.27,영업/정상,,35.2182790800 ,128.9216563000 
상순이네 포차,055-345-0382,40,경상남도 김해시 진영읍 진영리 275-43번지 성은상가빌라 A동,"경상남도 김해시 진영읍 여래로20번길 45, A동 (성은상가빌라)",정종/대포집/소주방,40,영업/정상,,35.3047468900 ,128.7295934000 
부부식당,,45,경상남도 김해시 삼정동 600-5번지 1층,"경상남도 김해시 김해대로2463번길 21, 1층 (삼정동)",한식,45,영업/정상,,35.2296321700 ,128.8958806000 
자갈치 생선구이,055-335-7771,99,경상남도 김해시 삼정동 66-1번지,경상남도 김해시 분성로 496 (삼정동),한식,99,영업/정상,,35.2350809500 ,128.9001484000 
이태리식당,,96.88,경상남도 김해시 관동동 1093-6번지,경상남도 김해시 율하카페길 71-11 (관동동),한식,96.88,영업/정상,,35.1767980600 ,128.8120598000 
배가네 생갈치 전문점,055-322-2115,99.16,경상남도 김해시 대동면 초정리 952-165번지 외2필지,경상남도 김해시 대동면 동남로41번길 120,한식,99.16,영업/정상,,35.2315291500 ,128.9845796000 
김밥일번지(김해삼계점),055-311-1123,144.4,경상남도 김해시 삼계동 1489-3번지,"경상남도 김해시 해반천로144번길 16, 1층 (삼계동)",김밥(도시락),144.4,영업/정상,,35.2610169200 ,128.8689824000 
정가아구찜,055-321-9922,50.5,경상남도 김해시 전하동 439번지 반도보라아파트 상가동 B101호,경상남도 김해시 전하로176번길 71 (전하동),한식,50.5,영업/정상,,35.2230224700 ,128.8740579000 
퓨전포차 술시,055-321-3392,32.3,경상남도 김해시 외동 1185-13번지,경상남도 김해시 우암로 45 (외동),호프/통닭,32.3,영업/정상,,35.2347831300 ,128.8606051000 
안동인 안동찜닭,055-338-9233,40.16,경상남도 김해시 내동 595-2 가동,"경상남도 김해시 금관대로1335번길 4, 가동 (내동)",통닭(치킨),40.16,영업/정상,,35.2428503400 ,128.8644372000 
다담은족발,055-327-7887,30.15,경상남도 김해시 지내동 67번지 동원아파트 상가,"경상남도 김해시 김해대로2715번길 36, 306호 (지내동)",기타,30.15,영업/정상,,35.2314129500 ,128.9239473000 
6.25 갈비,,43.75,경상남도 김해시 율하동 1398-2번지 가동,경상남도 김해시 율하2로153번길 2-7 (가동),식육(숯불구이),43.75,영업/정상,,35.1690250400 ,128.8178334000 
동궁찜닭,055-332-0909,23.52,경상남도 김해시 삼방동 689-13번지,"경상남도 김해시 삼안로217번길 10, 1층 (삼방동)",호프/통닭,23.52,영업/정상,,35.2473184200 ,128.9102390000 
정담집 장유점,055-312-2890,67.11,경상남도 김해시 대청동 72-3번지 풍림위너스타운 111호,"경상남도 김해시 번화1로84번길 24, 111호 (대청동, 풍림위너스타운)",통닭(치킨),67.11,영업/정상,,35.1953532300 ,128.8019883000 
분식문방구 율하점,055-902-8820,47.7,경상남도 김해시 관동동 1112-2 1층,"경상남도 김해시 율하3로 93, 1층 (관동동)",기타,47.7,영업/정상,,35.1760050900 ,128.8160371000 
